Name,Process,Time
Total Time,System,1428
Word,WINWORD.EXE,983
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,565
Visual Studio,devenv.exe,556
Minecraft,MinecraftLauncher.exe,140
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,949
