Name,Process,Time
Total Time,System,932
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,113
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,227
Visual Studio,devenv.exe,60
Chrome,chrome.exe,477
