Name,Process,Time
Total Time,System,748
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,60
Visual Studio,devenv.exe,31
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,69
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,613
