Name,Process,Time
Total Time,System,694
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,90
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,58
Visual Studio,devenv.exe,0
Chrome,chrome.exe,640
