Name,Process,Time
Total Time,System,893
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,625
Visual Studio,devenv.exe,0
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,56
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,557
