Name,Process,Time
Total Time,System,724
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,456
OneNote,onenoteim.exe,0
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,19
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,116
