Name,Process,Time
Total Time,System,702
PowerPoint,POWERPNT.EXE,0
Destiny,destiny2.exe,1
Overwatch,Overwatch.exe,122
Visual Studio,devenv.exe,0
OneNote,onenoteim.exe,454
Python,python.exe,0
Chrome,chrome.exe,375
