Name,Process,Time
Total Time,System,1035
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,634
OneNote,onenoteim.exe,323
Visual Studio,devenv.exe,316
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,920
