Name,Process,Time
Total Time,System,742
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,3
Visual Studio,devenv.exe,1
Minecraft,MinecraftLauncher.exe,56
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,1
Chrome,chrome.exe,324
