Name,Process,Time
Total Time,System,937
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,44
OneNote,onenoteim.exe,288
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,864
