Name,Process,Time
Total Time,System,700
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,343
LOL,LeagueClient.exe,89
Overwatch,Overwatch.exe,36
Visual Studio,devenv.exe,4
Chrome,chrome.exe,468
