Name,Process,Time
Total Time,System,674
Word,WINWORD.EXE,1
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,61
LOL,LeagueClient.exe,85
Overwatch,Overwatch.exe,66
Visual Studio,devenv.exe,0
Chrome,chrome.exe,463
