Name,Process,Time
Total Time,System,1432
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,17
Visual Studio,devenv.exe,286
Minecraft,MinecraftLauncher.exe,500
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,1347
