Name,Process,Time
Total Time,System,816
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,739
Visual Studio,devenv.exe,297
Minecraft,MinecraftLauncher.exe,360
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,744
