Name,Process,Time
Total Time,System,717
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,505
Visual Studio,devenv.exe,0
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,13
Overwatch,Overwatch.exe,125
Chrome,chrome.exe,692
