Name,Process,Time
Total Time,System,528
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,3
OneNote,onenoteim.exe,388
Overwatch,Overwatch.exe,0
Visual Studio,devenv.exe,380
Chrome,chrome.exe,490
