Name,Process,Time
Total Time,System,947
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,13
Visual Studio,devenv.exe,0
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,84
Overwatch,Overwatch.exe,174
Chrome,chrome.exe,715
