Name,Process,Time
Total Time,System,816
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,6
OneNote,onenoteim.exe,2
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,293
Chrome,chrome.exe,688
