Name,Process,Time
Total Time,System,774
PowerPoint,POWERPNT.EXE,0
Overwatch,Overwatch.exe,172
Visual Studio,devenv.exe,1
OneNote,onenoteim.exe,105
Python,python.exe,1
Chrome,chrome.exe,536
