Name,Process,Time
Total Time,System,708
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,190
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,53
Visual Studio,devenv.exe,274
Chrome,chrome.exe,627
