Name,Process,Time
Total Time,System,513
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,250
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,137
Visual Studio,devenv.exe,0
Chrome,chrome.exe,417
