Name,Process,Time
Total Time,System,711
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,478
Overwatch,Overwatch.exe,0
Visual Studio,devenv.exe,453
Chrome,chrome.exe,632
