Name,Process,Time
Total Time,System,787
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,31
OneNote,onenoteim.exe,0
Visual Studio,devenv.exe,68
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,62
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,28
Chrome,chrome.exe,726
