Name,Process,Time
Total Time,System,893
PowerPoint,POWERPNT.EXE,1
Overwatch,Overwatch.exe,16
Visual Studio,devenv.exe,328
OneNote,onenoteim.exe,209
Python,python.exe,0
Chrome,chrome.exe,413
