Name,Process,Time
Total Time,System,728
PowerPoint,POWERPNT.EXE,0
Overwatch,Overwatch.exe,9
Visual Studio,devenv.exe,387
OneNote,onenoteim.exe,205
Python,python.exe,0
Edge,MicrosoftEdgeCP.exe,370
Chrome,chrome.exe,467
