Name,Process,Time
Total Time,System,953
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,426
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,124
Visual Studio,devenv.exe,3
Chrome,chrome.exe,726
