Name,Process,Time
Total Time,System,757
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,0
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,51
MHW,MonsterHunterWorld.exe,1
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,2
Chrome,chrome.exe,723
