Name,Process,Time
Total Time,System,811
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,6
OneNote,onenoteim.exe,516
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,811
