Name,Process,Time
Total Time,System,790
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,456
Visual Studio,devenv.exe,691
Minecraft,MinecraftLauncher.exe,8
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,765
