Name,Process,Time
Total Time,System,915
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,448
OneNote,onenoteim.exe,573
Visual Studio,devenv.exe,114
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,14
Chrome,chrome.exe,861
