Name,Process,Time
Total Time,System,779
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,540
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,22
Visual Studio,devenv.exe,0
Chrome,chrome.exe,731
