Name,Process,Time
Total Time,System,733
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,2
OneNote,onenoteim.exe,43
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,640
