Name,Process,Time
Total Time,System,1433
Word,WINWORD.EXE,156
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,1433
Visual Studio,devenv.exe,345
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,1433
