Name,Process,Time
Total Time,System,869
Word,WINWORD.EXE,7
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,553
Visual Studio,devenv.exe,0
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,199
Overwatch,Overwatch.exe,10
Chrome,chrome.exe,768
