Name,Process,Time
Total Time,pythonw.exe,761
PowerPoint,POWERPNT.EXE,1
Overwatch,Overwatch.exe,41
Visual Studio,devenv.exe,123
Python,python.exe,30
OneNote,onenoteim.exe,192
Chrome,chrome.exe,624
