Name,Process,Time
Total Time,System,1434
Word,WINWORD.EXE,1
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,21
Visual Studio,devenv.exe,0
Minecraft,MinecraftLauncher.exe,1129
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,1069
