Name,Process,Time
Total Time,System,799
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,628
Visual Studio,devenv.exe,0
LOL,LeagueClient.exe,0
MHW,gg,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,116
Chrome,chrome.exe,677
