Name,Process,Time
Total Time,System,569
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,225
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,175
Visual Studio,devenv.exe,0
Chrome,chrome.exe,527
