Name,Process,Time
Total Time,System,470
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,39
Overwatch,Overwatch.exe,12
Visual Studio,devenv.exe,153
Chrome,chrome.exe,341
