Name,Process,Time
Total Time,System,755
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,141
LOL,LeagueClient.exe,0
Overwatch,Overwatch.exe,71
Visual Studio,devenv.exe,0
Chrome,chrome.exe,446
