Name,Process,Time
Total Time,System,865
Word,WINWORD.EXE,10
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,454
Visual Studio,devenv.exe,254
Minecraft,MinecraftLauncher.exe,0
MHW,MonsterHunterWorld.exe,0
Sekiro,sekiro.exe,0
Overwatch,Overwatch.exe,0
Chrome,chrome.exe,856
