Name,Process,Time
Total Time,System,1054
Word,WINWORD.EXE,0
PowerPoint,POWERPNT.EXE,0
OneNote,onenoteim.exe,147
LOL,LeagueClient.exe,134
Overwatch,Overwatch.exe,27
Visual Studio,devenv.exe,0
Chrome,chrome.exe,351
